"source","object_id","original_location_str","site","no_samples","results","street_name","street_suffix","notes","geometry"
"Property Water Samples",412,"1400 KOMOHANA PL","TMK 4-5-030:034",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0407_0409_SVOC_1 <br> Laboratory ID: 2404015-06 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 04/09/2024 <br> Sample ID: SL_M0407_0409_VOC_1 <br> Laboratory ID: 2404035-06 <br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0407_0409_SVOC_1<br> Laboratory ID: 2404015-06<br> No target analytes were detected","1400 KOMOHANA","PL",NA,c(-156.683234, 20.8923345)
"Property Water Samples",413,"1431 KAHOMA ST","TMK 4-5-030:115",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0379_0409_SVOC_1 <br> Laboratory ID: 2404015-07 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 04/09/2024 <br> Sample ID: SL_M0379_0409_VOC_1 <br> Laboratory ID: 2404034-01 <br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0379_0409_SVOC_1<br> Laboratory ID: 2404015-07<br> No target analytes were detected","1431 KAHOMA","ST",NA,c(-156.6820295, 20.8928067)
"Property Water Samples",414,"121 MALOLO PL","TMK 4-5-030:018",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0495_0409_SVOC_1 <br> Laboratory ID: 2404015-08 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 04/09/2024 <br> Sample ID: SL_M0495_0409_VOC_1 <br> Laboratory ID: 2404034-02 <br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0495_0409_SVOC_1<br> Laboratory ID: 2404015-08<br> No target analytes were detected","121 MALOLO","PL",NA,c(-156.6829309, 20.8903352)
"Property Water Samples",415,"113 MALOLO PL","TMK 4-5-030:014",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0496_0409_SVOC_1 <br> Laboratory ID: 2404015-09 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 04/09/2024 <br> Sample ID: SL_M0496_0409_VOC_1 <br> Laboratory ID: 2404034-03 <br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0496_0409_SVOC_1<br> Laboratory ID: 2404015-09<br> No target analytes were detected","113 MALOLO","PL",NA,c(-156.6832641, 20.8903298)
"Property Water Samples",416,"130 MALOLO PL","TMK 4-5-030:009",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0503_0409_SVOC_1 <br> Laboratory ID: 2404015-10 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 04/09/2024 <br> Sample ID: SL_M0503_0409_VOC_1 <br> Laboratory ID: 2404034-04 <br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0503_0409_SVOC_1<br> Laboratory ID: 2404015-10<br> No target analytes were detected","130 MALOLO","PL",NA,c(-156.6829239, 20.8902061)
"Property Water Samples",417,"112 MALOLO PL","TMK 4-5-030:012",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0506_0409_SVOC_1 <br> Laboratory ID: 2404015-11 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 04/09/2024 <br> Station ID: SL_M0506_0409_VOC_1 <br> Laboratory ID: 2404034-05 <br> Analyte: Toluene  <br> Result: 0.25 ug/L <br> RL: 0.50 ug/L","112 MALOLO","PL",NA,c(-156.6832168, 20.8901366)
"Property Water Samples",418,"114 MALOLO ST","TMK 4-5-030:011",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0507_0409_SVOC_1 <br> Laboratory ID: 2404015-12 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 04/09/2024 <br> Sample ID: SL_M0507_0409_VOC_1 <br> Laboratory ID: 2404034-06 <br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0507_0409_SVOC_1<br> Laboratory ID: 2404015-12<br> No target analytes were detected","114 MALOLO","ST",NA,c(-156.6832197, 20.8901316)
"Property Water Samples",419,"179 WAHIKULI RD","TMK 4-5-014:023",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0286_0409_SVOC_1 <br> Laboratory ID: 2404015-13 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit) <p> Sample Date: 04/09/2024 <br> Sample ID: SL_M0286_0409_VOC_1 <br> Laboratory ID: 2404033-01 <br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0286_0409_SVOC_1<br> Laboratory ID: 2404015-13<br> No target analytes were detected","179 WAHIKULI","RD",NA,c(-156.6810578, 20.895529)
"Property Water Samples",420,"185 WAHIKULI RD","TMK 4-5-014:024",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0285_0409_SVOC_1 <br> Laboratory ID: 2404015-14 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit) <p> Sample Date: 04/09/2024 <br> Station ID: SL_M0285_0409_VOC_1 <br> Laboratory ID: 2404033-02 <br> Analyte: Dichloromethane  <br> Result: 1.6 ug/L <br> RL: 0.50 ug/L","185 WAHIKULI","RD",NA,c(-156.6806142, 20.8955352)
"Property Water Samples",421,"191 WAHIKULI RD","TMK 4-5-014:080",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0284_0409_SVOC_1 <br> Laboratory ID: 2404015-15 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit) <p> Sample Date: 04/09/2024 <br> Station ID: SL_M0284_0409_VOC_1 <br> Laboratory ID: 2404033-03 <br> Analyte: Dichloromethane  <br> Result: 1.7 ug/L <br> RL: 0.50 ug/L","191 WAHIKULI","RD",NA,c(-156.6805852, 20.8955352)
"Property Water Samples",422,"186 WAHIKULI RD","TMK 4-5-014:027",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0287_0409_SVOC_1 <br> Laboratory ID: 2404015-16 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 04/09/2024 <br> Station ID: SL_M0287_0409_VOC_1 <br> Laboratory ID: 2404033-04 <br> Analyte: Dichloromethane  <br> Result: 1.9 ug/L <br> RL: 0.50 ug/L","186 WAHIKULI","RD",NA,c(-156.6805431, 20.8954896)
"Property Water Samples",423,"186 WAHIKULI RD","TMK 4-5-014:027",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0289_0409_SVOC_1 <br> Laboratory ID: 2404015-17 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 04/09/2024 <br> Station ID: SL_M0289_0409_VOC_1 <br> Laboratory ID: 2404033-05 <br> Analyte: Dichloromethane  <br> Result: 1.8 ug/L <br> RL: 0.50 ug/L","186 WAHIKULI","RD",NA,c(-156.6804649, 20.895502)
"Property Water Samples",424,"193 WAHIKULI RD","TMK 4-5-014:025",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0282_0409_SVOC_1 <br> Laboratory ID: 2404015-18 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 04/09/2024 <br> Station ID: SL_M0282_0409_VOC_1 <br> Laboratory ID: 2404033-06 <br> Analyte: Dichloromethane  <br> Result: 1.9 ug/L <br> RL: 0.50 ug/L","193 WAHIKULI","RD",NA,c(-156.6803263, 20.8957391)
"Property Water Samples",425,"1409 AINAKEA ST","TMK 4-5-030:031",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0403_0409_SVOC_1 <br> Laboratory ID: 2404015-19 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 04/09/2024 <br> Sample ID: SL_M0403_0409_VOC_1 <br> Laboratory ID: 2404033-07 <br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0403_0409_SVOC_1<br> Laboratory ID: 2404015-19<br> No target analytes were detected","1409 AINAKEA","ST",NA,c(-156.6826657, 20.8924972)
"Property Water Samples",426,"1297 AINAKEA RD","TMK 4-5-030:001",2,"<p> Sample Date: 4/9/2024 <br> Station ID: SL_M0534_0409_SVOC_1 <br> Laboratory ID: 2404015-20 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit) <p> Sample Date: 04/09/2024 <br> Sample ID: SL_M0534_0409_VOC_1 <br> Laboratory ID: 2404033-08 <br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0534_0409_SVOC_1<br> Laboratory ID: 2404015-20<br> No target analytes were detected","1297 AINAKEA","RD",NA,c(-156.6827919, 20.8895609)
"Property Water Samples",427,"160 MALANAI ST","TMK 4-5-027:032",2,"<p> Sample Date: 5/1/24 <br> Station ID: SL_M0271_0411_SVOC_1 <br> Laboratory ID: 2404019-01 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 4/11/2024<br> Station ID: SL_M0255_0411_VOC_1<br> Laboratory ID: 2404050-06<br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0271_0411_SVOC_1<br> Laboratory ID: 2404019-01<br> Analyte: Bis(2ethylhexyl)phthalate <br> Result:0.486 ug/L <br> RL: 4.86 ug/L","160 MALANAI","ST",NA,c(-156.6822472, 20.8962929)
"Property Water Samples",428,"197 WAHIKULI RD","TMK 4-5-014:026",2,"<p> Sample Date: 5/1/24 <br> Station ID: SL_M0280_0411_SVOC_1 <br> Laboratory ID: 2404019-02 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit) <p> Sample Date: 4/11/2024 <br> Station ID: SL_M0280_0411_VOC_1 <br> Laboratory ID: 2404052-01 <br> Analyte: Dichloromethane <br> Result: 1.80 ug/L <br> RL: 0.50 ug/L","197 WAHIKULI","RD",NA,c(-156.6800813, 20.895771)
"Property Water Samples",429,"1382 AINAKEA RD","TMK 4-5-030:109",2,"<p> Sample Date: 5/1/24 <br> Station ID: SL_M0435_0411_SVOC_1 <br> Laboratory ID: 2404019-03 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit) <p> Sample Date: 4/11/24 <br> Sample ID: SL_M0435_0411_VOC_1 <br> Laboratory ID: 2404052-02 <br> Reporting value: All VOCs are ND (Non-detect) ","1382 AINAKEA","RD",NA,c(-156.6824993, 20.8919707)
"Property Water Samples",430,"251 MALANAI ST","TMK 4-5-028:068",2,"<p> Sample Date: 5/1/24 <br> Station ID: SL_M0245_0411_SVOC_1 <br> Laboratory ID: 2404019-04 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)<p> Sample Date: 4/11/2024 <br> Station ID: SL_M0245_0411_VOC_1 <br> Laboratory ID: 2404052-03 <br> Analyte: Dichloromethane <br> Result: 0.99 ug/L <br> RL: 0.50 ug/L ","251 MALANAI","ST",NA,c(-156.6796413, 20.8967526)
"Property Water Samples",431,"216 MALANAI ST","TMK 4-5-028:037",2,"<p> Sample Date: 5/1/24 <br> Station ID: SL_M0259_0411_SVOC_1 <br> Laboratory ID: 2404019-05 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)<p> Sample Date: 4/11/24 <br> Sample ID: SL_M0259_0411_VOC_1 <br> Laboratory ID: 2404052-04 <br> Reporting value: All VOCs are ND (Non-detect)  ","216 MALANAI","ST",NA,c(-156.6806271, 20.8965098)
"Property Water Samples",432,"210 MALANAI ST","TMK 4-5-028:035",2,"<p> Sample Date: 5/1/24 <br> Station ID: SL_M0261_0411_SVOC_1 <br> Laboratory ID: 2404019-06 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit) <p> Sample Date: 4/11/24 <br> Sample ID: SL_M0261_0411_VOC_1 <br> Laboratory ID: 2404052-05 <br> Reporting value: All VOCs are ND (Non-detect) ","210 MALANAI","ST",NA,c(-156.680852, 20.8964292)
"Property Water Samples",433,"192 MALANAI ST","TMK 4-5-028:033",2,"<p> Sample Date: 5/1/24 <br> Station ID: SL_M0263_0411_SVOC_1 <br> Laboratory ID: 2404019-07 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit) <p> Sample Date: 4/11/24 <br> Sample ID: SL_M0263_0411_VOC_1 <br> Laboratory ID: 2404052-06 <br> Reporting value: All VOCs are ND (Non-detect) ","192 MALANAI","ST",NA,c(-156.6813034, 20.8964032)
"Property Water Samples",434,"166A WAHIKULI RD","TMK 4-5-014:030",1,"<p> Sample Date: 5/1/24 <br> Station ID: SL_M2335_0411_SVOC_1 <br> Laboratory ID: 2404019-08 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit) ","166A WAHIKULI","RD",NA,c(-156.6816245, 20.8953201)
"Property Water Samples",435,"164 WAHIKULI RD","TMK 4-5-014:030",2,"<p> Sample Date: 4/10/2024 <br> Station ID: SL_M0306_0410_SVOC_1 <br> Laboratory ID: 2404016-01 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 04/10/24 <br> Sample ID: SL_M0306_0410_VOC_1 <br> Laboratory ID: 2404049-01 <br> Reporting value: All VOCs are ND (Non-detect)  <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0306_0410_SVOC_1<br> Laboratory ID: 2404016-01<br> No target analytes were detected","164 WAHIKULI","RD",NA,c(-156.6819402, 20.8953123)
"Property Water Samples",436,"213 AKEKE PL","TMK 4-5-030:068",2,"<p> Sample Date: 4/10/2024 <br> Station ID: SL_M0368_0410_SVOC_1 <br> Laboratory ID: 2404016-02 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)   <p> Sample Date: 4/10/2024 <br> Station ID: SL_M0368_0410_VOC_1 <br> Laboratory ID: 2404049-02 <br> Analyte: Dichloromethane <br> Result: 0.41 ug/L <br> RL: 0.50 ug/L <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0368_0410_SVOC_1<br> Laboratory ID: 2404016-02<br> No target analytes were detected","213 AKEKE","PL",NA,c(-156.6812341, 20.8929684)
"Property Water Samples",437,"1593 AINAKEA RD","TMK 4-5-027:003",2,"<p> Sample Date: 4/10/2024 <br> Station ID: SL_M0221_0410_SVOC_1 <br> Laboratory ID: 2404016-03 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit) <p> Sample Date: 4/10/24 <br> Sample ID: SL_M0221_0410_VOC_1 <br> Laboratory ID: 2404048-01 <br> Reporting value: All VOCs are ND (Non-detect)   <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0221_0410_SVOC_1<br> Laboratory ID: 2404016-03<br> No target analytes were detected","1593 AINAKEA","RD",NA,c(-156.6833767, 20.8972857)
"Property Water Samples",438,"1407 KOMOHANA PL","TMK 4-5-030:048",2,"<p> Sample Date: 4/10/2024 <br> Station ID: SL_M0408_0410_SVOC_1 <br> Laboratory ID: 2404016-04 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit) <p> Sample Date: 4/10/24 <br> Sample ID: SL_M0408_0410_VOC_1 <br> Laboratory ID: 2404048-02 <br> Reporting value: All VOCs are ND (Non-detect)   <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0408_0410_SVOC_1<br> Laboratory ID: 2404016-04<br> No target analytes were detected","1407 KOMOHANA","PL",NA,c(-156.6833649, 20.892326)
"Property Water Samples",439,"176 WAHIKULI RD (2 OF 2 ACCTS)","TMK 4-5-014:028",2,"<p> Sample Date: 4/11/2024 <br> Station ID: SL_M0298_0411_SVOC_1 <br> Laboratory ID: 2404016-06 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 4/11/2024<br> Station ID: SAMPLENAME<br> Laboratory ID: LABSAMPID<br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0298_0411_SVOC_1<br> Laboratory ID: 2404016-06<br> No target analytes were detected","176 WAHIKULI","RD",NA,c(-156.681103, 20.8953886)
"Property Water Samples",440,"176A WAHIKULI RD (1 OF 2 ACCT)","TMK 4-5-014:028",2,"<p> Sample Date: 4/11/2024 <br> Station ID: SL_M0299_0411_SVOC_1 <br> Laboratory ID: 2404016-07 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 4/11/2024<br> Station ID: SL_M0298_0411_VOC_1<br> Laboratory ID: 2404050-01<br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0299_0411_SVOC_1<br> Laboratory ID: 2404016-07<br> No target analytes were detected","176A WAHIKULI","RD",NA,c(-156.6810924, 20.8953905)
"Property Water Samples",441,"1375 AINAKEA ST","TMK 4-5-030:026",2,"<p> Sample Date: 4/11/2024 <br> Station ID: SL_M0445_0411_SVOC_1 <br> Laboratory ID: 2404016-08 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 4/11/2024<br> Station ID: SL_M0299_0411_VOC_1<br> Laboratory ID: 2404050-02RE1<br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0445_0411_SVOC_1<br> Laboratory ID: 2404016-08<br> No target analytes were detected","1375 AINAKEA","ST",NA,c(-156.6825802, 20.8916605)
"Property Water Samples",442,"219 MALANAI ST","TMK 4-5-028:043",2,"<p> Sample Date: 4/11/2024 <br> Station ID: SL_M0253_0411_SVOC_1 <br> Laboratory ID: 2404016-09 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 4/11/2024<br> Station ID: SL_M0253_0411_VOC_1<br> Laboratory ID: 2404050-04<br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0253_0411_SVOC_1<br> Laboratory ID: 2404016-09<br> No target analytes were detected","219 MALANAI","ST",NA,c(-156.6805504, 20.8966308)
"Property Water Samples",443,"250 MALANAI ST","TMK 4-5-028:041",2,"<p> Sample Date: 4/11/2024 <br> Station ID: SL_M0254_0411_SVOC_1 <br> Laboratory ID: 2404016-10 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 4/11/2024 <br> Station ID: SL_M0254_0411_VOC_1 <br> Laboratory ID: 2404050-05 <br> Analyte: Dichloromethane <br> Result: 0.83 ug/L <br> RL: 0.50 ug/L <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0254_0411_SVOC_1<br> Laboratory ID: 2404016-10<br> No target analytes were detected","250 MALANAI","ST",NA,c(-156.6799352, 20.8966183)
"Property Water Samples",444,"242 MALANAI ST","TMK 4-5-028:040",2,"<p> Sample Date: 4/11/2024 <br> Station ID: SL_M0255_0411_SVOC_1 <br> Laboratory ID: 2404016-11 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 4/11/2024 <br> Station ID: SL_M0255_0411_VOC_1 <br> Laboratory ID: 2404050-06 <br> Analyte: Dichloromethane <br> Result: 0.88 ug/L <br> RL: 0.50 ug/L <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0255_0411_SVOC_1<br> Laboratory ID: 2404016-11<br> No target analytes were detected","242 MALANAI","ST",NA,c(-156.6799201, 20.8965704)
"Property Water Samples",446,"149B FLEMING RD","TMK 4-5-014:076",2,"<p> Sample Date: 4/12/2024 <br> Station ID: SL_M0337_0412_SVOC_1 <br> Laboratory ID: 2404026-01 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit) <p> Sample Date: 4/12/24 <br> Sample ID: SL_M0337_0412_VOC_1 <br> Laboratory ID: 2404053-01 <br> Reporting value: All VOCs are ND (Non-detect)  <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0337_0412_SVOC_1<br> Laboratory ID: 2404026-01<br> No target analytes were detected","149B FLEMING","RD",NA,c(-156.6823533, 20.8940265)
"Property Water Samples",447,"1350 AINAKEA RD","TMK 4-5-030:103",2,"<p> Sample Date: 4/12/2024 <br> Station ID: SL_M0480_0412_SVOC_1 <br> Laboratory ID: 2404026-02 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit) <p> Sample Date: 4/12/24 <br> Sample ID: SL_M0480_0412_VOC_1 <br> Laboratory ID: 2404053-02 <br> Reporting value: All VOCs are ND (Non-detect)  <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0480_0412_SVOC_1<br> Laboratory ID: 2404026-02<br> No target analytes were detected","1350 AINAKEA","RD",NA,c(-156.6825245, 20.8908082)
"Property Water Samples",448,"145 KANIAU ST","TMK 4-5-028:084",2,"<p> Sample Date: 4/13/2024 <br> Station ID: SL_M0129_0413_SVOC_1 <br> Laboratory ID: 2404026-04 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 4/13/2024<br> Sample ID: SL_M0129_0413_VOC_1<br> Laboratory ID: 2404058-01<br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0129_0413_SVOC_1<br> Laboratory ID: 2404026-04<br> No target analytes were detected","145 KANIAU","ST",NA,c(-156.6804861, 20.8993655)
"Property Water Samples",449,"137 KANIAU RD","TMK 4-5-028:085",2,"<p> Sample Date: 4/13/2024 <br> Station ID: SL_M0128_0413_SVOC_1 <br> Laboratory ID: 2404026-05 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 4/13/2024 <br> Sample ID: SL_M0128_0413_VOC_1<br> Laboratory ID: 2404058-02<br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0128_0413_SVOC_1<br> Laboratory ID: 2404026-05<br> No target analytes were detected","137 KANIAU","RD",NA,c(-156.6805106, 20.8993763)
"Property Water Samples",450,"1667 KUUIPO ST","TMK 4-5-027:047",2,"<p> Sample Date: 4/13/2024 <br> Station ID: SL_M0135_0413_SVOC_1 <br> Laboratory ID: 2404026-06 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 4/13/2024 <br> Station ID: SL_M0135_0413_VOC_1 <br> Laboratory ID: 2404058-03 <br> Analyte: Toluene, Styrene <br> Result: 0.34 and 0.25 ug/L respectively <br> RL: 0.50 ug/L <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0135_0413_SVOC_1<br> Laboratory ID: 2404026-06<br> No target analytes were detected","1667 KUUIPO","ST",NA,c(-156.6822988, 20.8992272)
"Property Water Samples",451,"1620 AA ST","TMK 4-5-028:049",2,"<p> Sample Date: 4/13/2024 <br> Station ID: SL_M0180_0413_SVOC_1 <br> Laboratory ID: 2404026-07 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 4/13/2024<br> Sample ID: SL_M0180_0413_VOC_1<br> Laboratory ID: 2404058-04<br> Reporting value: All VOCs are ND (Non-detect) <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0180_0413_SVOC_1<br> Laboratory ID: 2404026-07<br> No target analytes were detected","1620 AA","ST",NA,c(-156.6811882, 20.8982701)
"Property Water Samples",452,"1639 KUUIPO ST","TMK 4-5-027:043",2,"<p> Sample Date: 4/13/2024 <br> Station ID: SL_M0164_0413_SVOC_1 <br> Laboratory ID: 2404026-08 <br> Reporting value: All SVOCs are U (not detected at or above the reporting limit)  <p> Sample Date: 4/13/2024 <br> Station ID: SL_M0164_0413_VOC_1 <br> Laboratory ID: 2404058-07 <br> Analyte: Benzene <br> Result: 0.31 ug/L <br> RL: 0.50 ug/L <p> AMENDED  FINAL REPORT <br> Sample ID: SL_M0164_0413_SVOC_1<br> Laboratory ID: 2404026-08<br> No target analytes were detected","1639 KUUIPO","ST",NA,c(-156.6823271, 20.8986087)
